word,tag,probability
approve,VBP,0.003273322422
approved,VBD,0.004811250925
approved,VBN,0.004648760331
approximately,RB,0.0007742934572
april,NNP,0.001530492112
arabia,NNP,0.0003531904874
arbitrage,NN,0.002120890774
architect,NN,0.0001767408978
architecture,NN,0.0002651113468
are,IN,0.0001123974373
are,NN,8.837044892e-05
are,VBP,0.2733224223
area,NN,0.0007069635914
areas,NNS,0.002015759575
argentina,NNP,0.0002354603249
argentine,JJ,0.0003790750569
argue,VB,0.0004327131112
argue,VBP,0.004091653028
argued,VBD,0.001110288675
argued,VBN,0.0005165289256
arguing,VBG,0.001529051988
argument,NN,0.0001767408978
arguments,NNS,0.0003665017409
arighi,NNP,0.0002354603249
arlington,NNP,0.0002354603249
arm,NN,0.0002651113468
arms,NNS,0.0005497526113
arnold,NNP,0.0002354603249
around,IN,0.002360346184
around,RB,0.0007742934572
around,RP,0.01546391753
arrangement,NN,0.0002651113468
art,NN,0.0003534817957
arthur,NNP,0.0003531904874
article,NN,0.0004418522446
article,NNP,0.001177301625
articles,NNPS,0.004608294931
articles,NNS,0.0001832508704
artist,NN,0.0001767408978
artist,NNP,0.0009418412997
as,IN,0.03675396201
as,RB,0.01703445606
asbestos,NN,0.0009720749381
asbestos-related,JJ,0.0005686125853
asia,NN,8.837044892e-05
asia,NNP,0.001530492112
asian,JJ,0.001705837756
asian,NNP,0.0001177301625
ask,VB,0.001298139334
ask,VBP,0.0008183306056
asked,VBD,0.00370096225
asked,VBN,0.001033057851
asking,VBG,0.005351681957
asks,VBZ,0.002552322614
aslacton,NNP,0.0003531904874
assault,NN,0.0001767408978
assembled,VBN,0.001033057851
asserted,VBD,0.00074019245
assertion,NN,0.0001767408978
asset,NN,0.0003534817957
assets,NNPS,0.004608294931
assets,NNS,0.002932013927
assist,VB,0.0004327131112
assist,VBP,0.0008183306056
assistance,NN,0.0004418522446
assistant,JJ,0.0003790750569
assistant,NN,0.0003534817957
assistant,NNP,0.0001177301625
associate,NN,0.0001767408978
associated,VBN,0.001033057851
associates,NNP,0.0001177301625
associates,NNPS,0.01843317972
associates,NNS,0.0005497526113
association,NN,0.0007069635914
association,NNP,0.002119142924
assume,VB,0.0008654262224
assume,VBP,0.001636661211
assumed,VBD,0.000370096225
assumed,VBN,0.0005165289256
assuming,VBG,0.004587155963
assumption,NN,0.0002651113468
assured,VBD,0.000370096225
assured,VBN,0.0005165289256
at,IN,0.04473418006
at&t,NNP,0.0005886508123
atlanta,NNP,0.0007063809748
attached,VBD,0.000370096225
attached,VBN,0.001033057851
attack,NN,0.0002651113468
attack,VB,0.0004327131112
attacks,NNS,0.0003665017409
attempt,NN,0.0006185931425
attempt,VB,0.0004327131112
attempting,VBG,0.002293577982
attempts,NNS,0.0003665017409
attempts,VBZ,0.001020929045
attend,VB,0.0008654262224
attention,NN,0.0007069635914
attorney,NN,0.0005302226935
attorney-client,JJ,0.0003790750569
attorneys,NNS,0.001466006964
attract,VB,0.001730852445
attract,VBP,0.001636661211
attracted,VBN,0.001033057851
attractions,NNS,0.0003665017409
attractive,JJ,0.0003790750569
attributed,VBD,0.00074019245
attributed,VBN,0.001033057851
auction,NN,0.0003534817957
auctioned,VBN,0.001549586777
auctions,NNS,0.001099505223
audit,NN,8.837044892e-05
audit,NNP,0.0001177301625
audit,VB,0.0004327131112
aug,NNP,0.0002354603249
august,NNP,0.002001412762
aurora,NNP,0.0002354603249
australia,NNP,0.0005886508123
australian,JJ,0.0003790750569
australian,NNP,0.0001177301625
author,NN,0.0001767408978
authorities,NNS,0.0009162543522
authority,NN,0.0005302226935
authority,NNP,0.0001177301625
authors,NNS,0.0005497526113
auto,NN,0.001148815836
automatic,JJ,0.0005686125853
automobile,NN,8.837044892e-05
automobile,NNP,0.0001177301625
automobiles,NNS,0.0003665017409
automotive,JJ,0.0007581501137
available,JJ,0.002084912813
avenue,NNP,0.0002354603249
average,JJ,0.004738438211
average,NN,0.0007953340403
average,NNP,0.0007063809748
avoid,VB,0.002596278667
avoid,VBP,0.0008183306056
awarded,VBD,0.000370096225
awarded,VBN,0.001033057851
aware,JJ,0.0005686125853
away,RB,0.005032907472
away,RP,0.0206185567
b,LS,0.07692307692
b,NNP,0.0008241111373
b-1b,JJ,0.0001895375284
b-1b,NN,8.837044892e-05
b.a.t,NNP,0.0002354603249
back,JJ,0.0001895375284
back,NN,0.0001767408978
back,RB,0.006194347658
back,RP,0.01546391753
back,VB,0.0004327131112
backe,NNP,0.0003531904874
backed,VBD,0.000370096225
backed,VBN,0.001033057851
backers,NNS,0.0005497526113
backing,NN,8.837044892e-05
backing,VBG,0.0007645259939
backlogs,NNS,0.0003665017409
bad,JJ,0.001895375284
badly,RB,0.001161440186
bailey,NNP,0.0003531904874
baker,NNP,0.0003531904874
balance,NN,0.0004418522446
baldwin,NNP,0.0004709206499
balked,VBD,0.00074019245
ballot,NN,0.0005302226935
ballpark,NN,0.0002651113468
ballplayers,NNS,0.0005497526113
baltimore,NNP,0.0005886508123
ban,NN,0.0007069635914
ban,VB,0.0008654262224
bancorp,NNP,0.0003531904874
band,NN,0.0003534817957
bang,NN,0.0002651113468
bank,NN,0.00247437257
bank,NNP,0.003531904874
banker,NN,0.0003534817957
bankers,NNP,0.0003531904874
bankers,NNS,0.0005497526113
banking,NN,0.001413927183
banking,NNP,0.0003531904874
banking,VBG,0.001529051988
bankruptcy,NN,0.0004418522446
bankruptcy,NNP,0.0002354603249
banks,NNP,0.0001177301625
banks,NNS,0.009712296133
banned,VBD,0.000370096225
banned,VBN,0.001033057851
banning,VBG,0.001529051988
bar,NN,0.0002651113468
bar,NNP,0.0001177301625
bar,VB,0.0004327131112
barnett,NNP,0.0002354603249
barney,NNP,0.0003531904874
barnum,NNP,0.0003531904874
barred,VBD,0.001110288675
barred,VBN,0.004132231405
barrel,NN,0.0001767408978
barrels,NNS,0.001466006964
barrier,NN,0.0002651113468
barriers,NNS,0.0005497526113
base,NN,0.0007069635914
baseball,NN,0.0002651113468
based,VBN,0.01549586777
bases,NNS,0.0003665017409
basham,NNP,0.0003531904874
basic,JJ,0.001137225171
basically,RB,0.001935733643
basin,NNP,0.0002354603249
basis,NN,0.0004418522446
basket,NN,0.0006185931425
baskets,NNS,0.0003665017409
bass,NN,8.837044892e-05
bass,NNP,0.0002354603249
baton,NNP,0.0002354603249
battle,NN,0.0007953340403
battle,VBP,0.0008183306056
baum,NNP,0.001059571462
be,VB,0.1376027694
beach,NNP,0.0002354603249
beall,NNP,0.0002354603249
bearing,NN,8.837044892e-05
bearing,VBG,0.001529051988
beat,VB,0.001730852445
beat,VBD,0.000370096225
beat,VBP,0.0008183306056
beaten,JJ,0.0001895375284
beaten,VBN,0.001033057851
beatles,NNP,0.0002354603249
beautiful,JJ,0.0005686125853
beauty,NN,0.0002651113468
became,VBD,0.004811250925
because,IN,0.01191412836
because,RB,0.0007742934572
become,VB,0.005625270446
become,VBN,0.003615702479
become,VBP,0.0008183306056
becomes,VBZ,0.003573251659
becoming,VBG,0.004587155963
been,VBN,0.07231404959
before,IN,0.004608294931
before,RB,0.002322880372
began,VBD,0.0103626943
begin,VB,0.002596278667
begin,VBP,0.0008183306056
beginning,NN,0.0001767408978
beginning,VBG,0.005351681957
begun,VBN,0.001033057851
behalf,NN,0.0001767408978
behind,IN,0.0005619871867
beijing,NNP,0.0005886508123
being,VBG,0.02370030581
belfry,NN,0.0002651113468
believe,VB,0.0008654262224
believe,VBP,0.008183306056
believed,VBD,0.001110288675
believed,VBN,0.002066115702
believes,VBZ,0.005104645227
bell,NN,0.0003534817957
bell,NNP,0.001177301625
bells,NNP,0.0001177301625
bells,NNS,0.003481766538
belong,VB,0.0004327131112
belong,VBP,0.0008183306056
belongs,VBZ,0.001020929045
below,IN,0.002922333371
below,RB,0.0003871467286
belt,NN,8.837044892e-05
belt,NNP,0.0003531904874
belts,NNS,0.001099505223
benchmark,NN,0.0007953340403
beneficial,JJ,0.0003790750569
benefit,NN,0.0002651113468
benefit,VB,0.0008654262224
benefited,VBD,0.00074019245
benefits,NNS,0.001466006964
benefits,VBZ,0.001020929045
berliner,NNP,0.0003531904874
berman,NNP,0.0002354603249
bernstein,NNP,0.001059571462
besides,IN,0.000337192312
best,JJS,0.05625
beth,NNP,0.0004709206499
better,JJR,0.0289017341
better,RBR,0.056
betting,NNP,0.0001177301625
betting,VBG,0.0007645259939
between,IN,0.003933910307
beverly,NNP,0.0002354603249
beyond,IN,0.000337192312
bias,NN,0.0001767408978
bid,NN,0.00247437257
bid,VBD,0.001850481125
bidders,NNS,0.0005497526113
bidding,NN,0.0005302226935
bids,NNS,0.001649257834
big,JJ,0.006254738438
big,NNP,0.003767365199
bigger,JJR,0.005780346821
biggest,JJS,0.0375
bilateral,JJ,0.0005686125853
bill,NN,0.00247437257
bill,NNP,0.0002354603249
billings,NNS,0.0003665017409
billion,CD,0.03953194181
billions,NNS,0.0005497526113
bills,NNPS,0.004608294931
bills,NNS,0.003298515668
biondi-santi,NNP,0.0002354603249
biscayne,NNP,0.0002354603249
bit,NN,0.0001767408978
bitter,JJ,0.0003790750569
