$,",",-LRB-,-RRB-,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,LS,MD,NN,NNP,NNPS,NNS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB,``
0.005540166205,0.002770083102,0.002770083102,0.002770083102,0.04432132964,0.005540166205,0.02493074792,0.005540166205,0.002770083102,0.3157894737,0.06648199446,0.002770083102,0.002770083102,0.002770083102,0.002770083102,0.1966759003,0.01385041551,0.002770083102,0.1966759003,0.002770083102,0.002770083102,0.002770083102,0.002770083102,0.008310249307,0.002770083102,0.002770083102,0.002770083102,0.02493074792,0.002770083102,0.005540166205,0.008310249307,0.002770083102,0.005540166205,0.002770083102,0.002770083102,0.002770083102,0.002770083102,0.002770083102,0.005540166205,0.002770083102
0.01530612245,0.005102040816,0.005102040816,0.005102040816,0.01020408163,0.03571428571,0.0306122449,0.005102040816,0.005102040816,0.1326530612,0.1275510204,0.005102040816,0.005102040816,0.005102040816,0.005102040816,0.2295918367,0.01530612245,0.01020408163,0.1530612245,0.005102040816,0.005102040816,0.01020408163,0.005102040816,0.0306122449,0.005102040816,0.005102040816,0.005102040816,0.005102040816,0.005102040816,0.01020408163,0.01020408163,0.02551020408,0.02040816327,0.01020408163,0.01020408163,0.005102040816,0.005102040816,0.005102040816,0.005102040816,0.005102040816
0.01886792453,0.01886792453,0.01886792453,0.1320754717,0.01886792453,0.01886792453,0.01886792453,0.01886792453,0.01886792453,0.01886792453,0.05660377358,0.01886792453,0.01886792453,0.01886792453,0.01886792453,0.01886792453,0.01886792453,0.01886792453,0.01886792453,0.01886792453,0.01886792453,0.01886792453,0.01886792453,0.01886792453,0.01886792453,0.01886792453,0.01886792453,0.01886792453,0.01886792453,0.1132075472,0.01886792453,0.01886792453,0.01886792453,0.01886792453,0.01886792453,0.01886792453,0.01886792453,0.01886792453,0.01886792453,0.01886792453
0.001154734411,0.001154734411,0.001154734411,0.001154734411,0.001154734411,0.001154734411,0.006928406467,0.001154734411,0.001154734411,0.003464203233,0.002309468822,0.001154734411,0.001154734411,0.001154734411,0.001154734411,0.001154734411,0.002309468822,0.001154734411,0.002309468822,0.001154734411,0.001154734411,0.002309468822,0.001154734411,0.1558891455,0.001154734411,0.001154734411,0.001154734411,0.004618937644,0.001154734411,0.7782909931,0.001154734411,0.002309468822,0.001154734411,0.001154734411,0.001154734411,0.001154734411,0.001154734411,0.001154734411,0.001154734411,0.005773672055
0.0004921259843,9.842519685e-05,0.00187007874,0.002362204724,0.05669291339,0.005118110236,0.02834645669,0.0009842519685,0.0002952755906,0.2886811024,0.01358267717,0.002460629921,0.0004921259843,0.0001968503937,0.01909448819,0.1480314961,0.02923228346,0.0001968503937,0.09704724409,9.842519685e-05,0.02431102362,0.01476377953,0.0009842519685,0.02657480315,0.0008858267717,0.0001968503937,0.0005905511811,0.04301181102,9.842519685e-05,0.002657480315,0.06456692913,0.0156496063,0.01299212598,0.006102362205,0.06210629921,0.01614173228,0.004527559055,0.0001968503937,0.003149606299,0.005118110236
0.005811796711,0.0002473104983,0.004204278472,0.004698899468,0.037714851,0.02819339681,0.03239767528,0.0001236552492,0.0001236552492,0.05440830963,0.01545690615,0.0006182762458,0.0001236552492,0.0001236552492,0.01112897242,0.06838135279,0.4597502164,0.01817732163,0.02411277359,0.0001236552492,0.0515642389,0.003215036478,0.0004946209967,0.01323111166,0.0001236552492,0.0001236552492,0.0002473104983,0.007666625448,0.0001236552492,0.001607518239,0.07815011747,0.004327933721,0.005317175714,0.005564486212,0.04488685545,0.00741931495,0.004698899468,0.0003709657475,0.001731173488,0.003215036478
0.004385964912,0.004385964912,0.008771929825,0.008771929825,0.05263157895,0.008771929825,0.0350877193,0.004385964912,0.004385964912,0.07894736842,0.008771929825,0.004385964912,0.004385964912,0.004385964912,0.0350877193,0.04824561404,0.3640350877,0.01315789474,0.02192982456,0.004385964912,0.01315789474,0.004385964912,0.008771929825,0.02192982456,0.004385964912,0.004385964912,0.004385964912,0.01315789474,0.004385964912,0.004385964912,0.05263157895,0.01315789474,0.01754385965,0.04824561404,0.02192982456,0.01315789474,0.01315789474,0.004385964912,0.004385964912,0.008771929825
0.001250260471,0.0002083767452,0.004584288393,0.002708897687,0.08522608877,0.009793707022,0.03125651177,0.001041883726,0.0002083767452,0.2950614711,0.03042300479,0.003125651177,0.0004167534903,0.0004167534903,0.03188164201,0.03563242342,0.01146072098,0.0002083767452,0.02729735362,0.0002083767452,0.001458637216,0.01333611169,0.001458637216,0.04230047927,0.001667013961,0.0006251302355,0.0006251302355,0.04459262346,0.0002083767452,0.005834548864,0.09439466556,0.02688060013,0.02625546989,0.1066888935,0.01833715357,0.02396332569,0.01125234424,0.001041883726,0.003542404668,0.003125651177
0.01587301587,0.01587301587,0.01587301587,0.01587301587,0.01587301587,0.01587301587,0.3333333333,0.01587301587,0.01587301587,0.01587301587,0.01587301587,0.01587301587,0.01587301587,0.01587301587,0.01587301587,0.01587301587,0.01587301587,0.01587301587,0.01587301587,0.01587301587,0.01587301587,0.01587301587,0.06349206349,0.01587301587,0.01587301587,0.01587301587,0.01587301587,0.01587301587,0.01587301587,0.01587301587,0.01587301587,0.01587301587,0.01587301587,0.01587301587,0.01587301587,0.01587301587,0.01587301587,0.01587301587,0.01587301587,0.01587301587
0.007072135785,0.001414427157,0.001414427157,0.002828854314,0.007072135785,0.02828854314,0.002828854314,0.001414427157,0.001414427157,0.004243281471,0.2093352192,0.004243281471,0.02121640736,0.001414427157,0.001414427157,0.3748231966,0.1357850071,0.008486562942,0.1060820368,0.001414427157,0.001414427157,0.001414427157,0.001414427157,0.007072135785,0.001414427157,0.004243281471,0.001414427157,0.001414427157,0.001414427157,0.001414427157,0.009900990099,0.009900990099,0.01414427157,0.001414427157,0.004243281471,0.001414427157,0.002828854314,0.001414427157,0.001414427157,0.008486562942
0.000626566416,0.000626566416,0.002506265664,0.001253132832,0.0156641604,0.001253132832,0.01065162907,0.000626566416,0.000626566416,0.03696741855,0.006892230576,0.004385964912,0.000626566416,0.000626566416,0.1315789474,0.004385964912,0.005012531328,0.000626566416,0.002506265664,0.000626566416,0.000626566416,0.007518796992,0.000626566416,0.05263157895,0.001253132832,0.000626566416,0.004385964912,0.02067669173,0.000626566416,0.01065162907,0.2593984962,0.005012531328,0.00313283208,0.1798245614,0.2136591479,0.001253132832,0.002506265664,0.000626566416,0.000626566416,0.00626566416
0.01201602136,0.001335113485,0.002670226969,0.001335113485,0.001335113485,0.02269692924,0.001335113485,0.001335113485,0.001335113485,0.002670226969,0.2136181575,0.002670226969,0.01468624833,0.001335113485,0.001335113485,0.4112149533,0.05340453939,0.002670226969,0.2042723632,0.001335113485,0.001335113485,0.001335113485,0.001335113485,0.002670226969,0.001335113485,0.002670226969,0.001335113485,0.001335113485,0.001335113485,0.001335113485,0.001335113485,0.006675567423,0.008010680908,0.001335113485,0.002670226969,0.001335113485,0.001335113485,0.001335113485,0.001335113485,0.004005340454
0.008383233533,0.0003992015968,0.00119760479,0.0003992015968,0.01357285429,0.03313373253,0.07065868263,0.002794411178,0.0003992015968,0.1357285429,0.100998004,0.01876247505,0.0007984031936,0.0003992015968,0.01077844311,0.01876247505,0.01596806387,0.0007984031936,0.01157684631,0.0007984031936,0.0003992015968,0.01596806387,0.001596806387,0.08223552894,0.00878243513,0.0007984031936,0.0003992015968,0.02754491018,0.0003992015968,0.1065868263,0.07065868263,0.0379241517,0.1073852295,0.03632734531,0.04471057884,0.002794411178,0.001996007984,0.0003992015968,0.003592814371,0.003193612774
0.006289308176,0.006289308176,0.01257861635,0.006289308176,0.01886792453,0.006289308176,0.03144654088,0.006289308176,0.006289308176,0.1886792453,0.3081761006,0.006289308176,0.006289308176,0.006289308176,0.01257861635,0.006289308176,0.0251572327,0.006289308176,0.006289308176,0.006289308176,0.006289308176,0.01257861635,0.006289308176,0.09433962264,0.006289308176,0.006289308176,0.006289308176,0.01886792453,0.006289308176,0.0251572327,0.01257861635,0.01886792453,0.03773584906,0.01257861635,0.01257861635,0.006289308176,0.006289308176,0.006289308176,0.01257861635,0.006289308176
0.01351351351,0.01351351351,0.01351351351,0.01351351351,0.01351351351,0.01351351351,0.01351351351,0.01351351351,0.01351351351,0.04054054054,0.3513513514,0.01351351351,0.01351351351,0.01351351351,0.01351351351,0.01351351351,0.01351351351,0.01351351351,0.01351351351,0.01351351351,0.01351351351,0.01351351351,0.01351351351,0.09459459459,0.01351351351,0.01351351351,0.01351351351,0.01351351351,0.01351351351,0.01351351351,0.01351351351,0.01351351351,0.02702702703,0.01351351351,0.01351351351,0.01351351351,0.01351351351,0.01351351351,0.01351351351,0.01351351351
0.008888888889,0.004444444444,0.004444444444,0.004444444444,0.01777777778,0.02222222222,0.2,0.004444444444,0.004444444444,0.2577777778,0.06222222222,0.01333333333,0.004444444444,0.004444444444,0.004444444444,0.04888888889,0.02666666667,0.004444444444,0.04888888889,0.004444444444,0.004444444444,0.01333333333,0.04888888889,0.03555555556,0.004444444444,0.004444444444,0.004444444444,0.04888888889,0.004444444444,0.004444444444,0.004444444444,0.01333333333,0.004444444444,0.004444444444,0.01777777778,0.004444444444,0.004444444444,0.004444444444,0.004444444444,0.01333333333
0.03243512974,0.000499001996,0.000499001996,0.000499001996,0.000998003992,0.0753493014,0.129241517,0.000499001996,0.000499001996,0.005988023952,0.02944111776,0.00499001996,0.000499001996,0.000499001996,0.000499001996,0.02744510978,0.03892215569,0.000499001996,0.02994011976,0.000499001996,0.000499001996,0.005988023952,0.01696606786,0.008483033932,0.001996007984,0.000499001996,0.000499001996,0.000499001996,0.000499001996,0.5678642715,0.000499001996,0.005988023952,0.001996007984,0.000499001996,0.000499001996,0.000499001996,0.000499001996,0.000499001996,0.000499001996,0.00499001996
0.02380952381,0.02380952381,0.02380952381,0.02380952381,0.02380952381,0.02380952381,0.02380952381,0.02380952381,0.02380952381,0.04761904762,0.02380952381,0.02380952381,0.02380952381,0.02380952381,0.02380952381,0.02380952381,0.02380952381,0.02380952381,0.02380952381,0.02380952381,0.02380952381,0.04761904762,0.02380952381,0.02380952381,0.02380952381,0.02380952381,0.02380952381,0.02380952381,0.02380952381,0.02380952381,0.02380952381,0.02380952381,0.02380952381,0.02380952381,0.02380952381,0.02380952381,0.02380952381,0.02380952381,0.02380952381,0.02380952381
0.01090750436,0.0004363001745,0.002181500873,0.002181500873,0.01308900524,0.0239965096,0.2364746946,0.000872600349,0.0004363001745,0.1164921466,0.08769633508,0.009162303665,0.000872600349,0.0004363001745,0.001308900524,0.06631762653,0.03534031414,0.000872600349,0.0479930192,0.003054101222,0.0004363001745,0.04232111693,0.04188481675,0.04013961606,0.009162303665,0.001308900524,0.02356020942,0.03839441536,0.0004363001745,0.009598603839,0.003490401396,0.01527050611,0.092495637,0.001308900524,0.003490401396,0.001308900524,0.003926701571,0.000872600349,0.003926701571,0.006544502618
0.01230769231,0.0003846153846,0.0007692307692,0.0003846153846,0.004615384615,0.05461538462,0.1796153846,0.001923076923,0.0003846153846,0.1311538462,0.05230769231,0.008461538462,0.0007692307692,0.0003846153846,0.001923076923,0.03846153846,0.06461538462,0.0003846153846,0.02730769231,0.001153846154,0.0003846153846,0.07076923077,0.02346153846,0.08653846154,0.003461538462,0.0003846153846,0.01576923077,0.06307692308,0.0007692307692,0.003846153846,0.004615384615,0.02423076923,0.1023076923,0.0007692307692,0.0007692307692,0.0003846153846,0.001153846154,0.0003846153846,0.002692307692,0.01230769231
0.00604686319,0.0007558578987,0.0007558578987,0.001511715797,0.01889644747,0.02191987906,0.1844293273,0.0007558578987,0.0007558578987,0.1292517007,0.07256235828,0.01662887377,0.0007558578987,0.0007558578987,0.002267573696,0.1383219955,0.02947845805,0.001511715797,0.09901738473,0.0007558578987,0.0007558578987,0.03325774754,0.02872260015,0.04081632653,0.004535147392,0.001511715797,0.02040816327,0.09070294785,0.0007558578987,0.001511715797,0.003023431595,0.005291005291,0.02267573696,0.0007558578987,0.003023431595,0.0007558578987,0.003023431595,0.0007558578987,0.0007558578987,0.009826152683
0.01604278075,0.0005347593583,0.0005347593583,0.0005347593583,0.02085561497,0.0128342246,0.07326203209,0.001069518717,0.0005347593583,0.3823529412,0.05935828877,0.004278074866,0.0005347593583,0.001069518717,0.001069518717,0.07058823529,0.02352941176,0.0005347593583,0.04064171123,0.0005347593583,0.0005347593583,0.01229946524,0.01497326203,0.05080213904,0.00320855615,0.001069518717,0.01550802139,0.113368984,0.0005347593583,0.001069518717,0.003743315508,0.02139037433,0.03101604278,0.002673796791,0.002139037433,0.001069518717,0.00320855615,0.0005347593583,0.002139037433,0.008021390374
0.003241491086,0.0008103727715,0.003241491086,0.0008103727715,0.008914100486,0.009724473258,0.1369529984,0.001620745543,0.0008103727715,0.1077795786,0.08265802269,0.006482982172,0.0008103727715,0.0008103727715,0.003241491086,0.03079416532,0.02025931929,0.0008103727715,0.02350081037,0.001620745543,0.0008103727715,0.0397082658,0.0113452188,0.1474878444,0.0056726094,0.0008103727715,0.01215559157,0.05915721232,0.0008103727715,0.002431118314,0.004051863857,0.08022690438,0.170178282,0.003241491086,0.004051863857,0.0008103727715,0.002431118314,0.0008103727715,0.002431118314,0.006482982172
0.006697578568,0.0005151983514,0.0005151983514,0.0005151983514,0.006697578568,0.01854714065,0.1633178774,0.001545595054,0.0005151983514,0.09634209171,0.06955177743,0.008243173622,0.001545595054,0.0005151983514,0.001030396703,0.04276146316,0.07109737249,0.0005151983514,0.01494075219,0.001030396703,0.0005151983514,0.02782071097,0.01339515714,0.1360123648,0.004121586811,0.0005151983514,0.008758371973,0.05461102524,0.0005151983514,0.003091190108,0.004121586811,0.05048943843,0.1550747038,0.001030396703,0.00360638846,0.0005151983514,0.002575991757,0.0005151983514,0.004636785162,0.02163833076
0.002262443439,0.002262443439,0.002262443439,0.002262443439,0.002262443439,0.006787330317,0.02488687783,0.004524886878,0.002262443439,0.01131221719,0.01131221719,0.002262443439,0.004524886878,0.002262443439,0.1153846154,0.009049773756,0.01357466063,0.002262443439,0.01583710407,0.002262443439,0.002262443439,0.0407239819,0.002262443439,0.0520361991,0.004524886878,0.002262443439,0.002262443439,0.004524886878,0.002262443439,0.002262443439,0.1968325792,0.002262443439,0.006787330317,0.1538461538,0.2692307692,0.002262443439,0.002262443439,0.002262443439,0.002262443439,0.006787330317
0.003731343284,0.003731343284,0.003731343284,0.003731343284,0.003731343284,0.007462686567,0.03731343284,0.003731343284,0.003731343284,0.01865671642,0.007462686567,0.003731343284,0.003731343284,0.003731343284,0.04104477612,0.01492537313,0.0223880597,0.003731343284,0.01119402985,0.007462686567,0.007462686567,0.05223880597,0.01492537313,0.0447761194,0.003731343284,0.007462686567,0.003731343284,0.007462686567,0.003731343284,0.003731343284,0.1902985075,0.003731343284,0.007462686567,0.1865671642,0.2350746269,0.003731343284,0.003731343284,0.003731343284,0.003731343284,0.003731343284
0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0.14,0.02,0.02,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
0.005,0.005,0.005,0.005,0.005,0.02,0.26,0.01,0.005,0.015,0.075,0.005,0.005,0.005,0.01,0.055,0.06,0.005,0.06,0.01,0.005,0.145,0.02,0.025,0.005,0.01,0.01,0.015,0.005,0.005,0.015,0.01,0.03,0.02,0.025,0.005,0.005,0.005,0.005,0.01
0.001414427157,0.001414427157,0.001414427157,0.001414427157,0.02263083451,0.002828854314,0.171145686,0.02263083451,0.001414427157,0.06647807638,0.1004243281,0.002828854314,0.001414427157,0.001414427157,0.01131541726,0.09476661952,0.06223479491,0.001414427157,0.03253182461,0.001414427157,0.001414427157,0.1810466761,0.005657708628,0.06789250354,0.001414427157,0.001414427157,0.001414427157,0.008486562942,0.002828854314,0.02687411598,0.008486562942,0.01697312588,0.01555869873,0.01555869873,0.01697312588,0.001414427157,0.009900990099,0.001414427157,0.01131541726,0.001414427157
